"Amtlicher
Regional-
schlüssel (ARS)","Amtlicher
Gemeinde-schlüssel (AGS)"
1.30745E+11,13074009
1.30745E+11,13074034
1.30745E+11,13074044
1.30745E+11,13074056
130745457,
1.30745E+11,13074006
1.30745E+11,13074023
1.30745E+11,13074036
1.30745E+11,13074046
1.30745E+11,13074057
1.30745E+11,13074060
1.30745E+11,13074084
1.30745E+11,13074090
1.30745E+11,13074091
130745458,
1.30745E+11,13074013
1.30745E+11,13074018
1.30745E+11,13074028
1.30745E+11,13074033
1.30745E+11,13074042
1.30745E+11,13074065
1.30745E+11,13074066
1.30745E+11,13074073
1.30745E+11,13074078
1.30745E+11,13074080
1.30745E+11,13074092
130745459,
1.30745E+11,13074017
1.30745E+11,13074027
1.30745E+11,13074049
1.30745E+11,13074052
1.30745E+11,13074067
1.30745E+11,13074074
1.30745E+11,13074076
1.30745E+11,13074094
13075,
1.3075E+11,13075005
1.3075E+11,13075039
1.3075E+11,13075049
1.3075E+11,13075105
1.3075E+11,13075130
1.3075E+11,13075136
130755551,
1.30756E+11,13075021
1.30756E+11,13075072
1.30756E+11,13075074
1.30756E+11,13075087
1.30756E+11,13075124
1.30756E+11,13075144
1.30756E+11,13075147
130755552,
1.30756E+11,13075001
1.30756E+11,13075003
1.30756E+11,13075031
1.30756E+11,13075037
1.30756E+11,13075051
1.30756E+11,13075075
1.30756E+11,13075078
1.30756E+11,13075084
1.30756E+11,13075085
1.30756E+11,13075089
1.30756E+11,13075093
1.30756E+11,13075139
130755553,
1.30756E+11,13075007
1.30756E+11,13075013
1.30756E+11,13075015
1.30756E+11,13075020
1.30756E+11,13075022
1.30756E+11,13075029
1.30756E+11,13075053
1.30756E+11,13075068
1.30756E+11,13075073
1.30756E+11,13075088
1.30756E+11,13075098
1.30756E+11,13075101
1.30756E+11,13075110
1.30756E+11,13075116
1.30756E+11,13075122
1.30756E+11,13075127
1.30756E+11,13075128
1.30756E+11,13075155
130755554,
1.30756E+11,13075002
1.30756E+11,13075009
1.30756E+11,13075023
1.30756E+11,13075054
1.30756E+11,13075070
1.30756E+11,13075134
1.30756E+11,13075140
130755555,
1.30756E+11,13075008
1.30756E+11,13075025
1.30756E+11,13075027
1.30756E+11,13075050
1.30756E+11,13075076
1.30756E+11,13075091
1.30756E+11,13075102
1.30756E+11,13075141
1.30756E+11,13075142
130755556,
1.30756E+11,13075011
1.30756E+11,13075012
1.30756E+11,13075016
1.30756E+11,13075035
1.30756E+11,13075038
1.30756E+11,13075067
1.30756E+11,13075079
1.30756E+11,13075095
1.30756E+11,13075107
1.30756E+11,13075108
1.30756E+11,13075113
1.30756E+11,13075117
1.30756E+11,13075119
130755557,
1.30756E+11,13075018
1.30756E+11,13075046
1.30756E+11,13075059
1.30756E+11,13075060
1.30756E+11,13075069
1.30756E+11,13075081
1.30756E+11,13075083
1.30756E+11,13075097
1.30756E+11,13075120
1.30756E+11,13075146
130755558,
1.30756E+11,13075036
1.30756E+11,13075082
1.30756E+11,13075123
130755559,
1.30756E+11,13075004
1.30756E+11,13075033
1.30756E+11,13075045
1.30756E+11,13075048
1.30756E+11,13075118
1.30756E+11,13075131
1.30756E+11,13075143
130755560,
1.30756E+11,13075017
1.30756E+11,13075032
1.30756E+11,13075042
1.30756E+11,13075055
1.30756E+11,13075063
1.30756E+11,13075071
1.30756E+11,13075103
1.30756E+11,13075104
1.30756E+11,13075109
1.30756E+11,13075115
1.30756E+11,13075126
1.30756E+11,13075138
1.30756E+11,13075149
130755561,
1.30756E+11,13075058
1.30756E+11,13075092
1.30756E+11,13075106
1.30756E+11,13075133
1.30756E+11,13075151
130755562,
1.30756E+11,13075010
1.30756E+11,13075026
1.30756E+11,13075034
1.30756E+11,13075056
1.30756E+11,13075065
1.30756E+11,13075066
1.30756E+11,13075080
1.30756E+11,13075090
1.30756E+11,13075111
1.30756E+11,13075114
1.30756E+11,13075129
1.30756E+11,13075135
1.30756E+11,13075137
1.30756E+11,13075148
1.30756E+11,13075152
130755563,
1.30756E+11,13075006
1.30756E+11,13075040
1.30756E+11,13075041
1.30756E+11,13075043
1.30756E+11,13075044
1.30756E+11,13075061
1.30756E+11,13075094
1.30756E+11,13075121
1.30756E+11,13075125
1.30756E+11,13075145
1.30756E+11,13075150
1.30756E+11,13075154
1.30756E+11,13075156
13076,
1.3076E+11,13076014
1.3076E+11,13076060
1.3076E+11,13076088
1.3076E+11,13076090
1.3076E+11,13076108
130765652,
1.30766E+11,13076009
1.30766E+11,13076010
1.30766E+11,13076016
1.30766E+11,13076030
1.30766E+11,13076054
1.30766E+11,13076055
1.30766E+11,13076102
1.30766E+11,13076106
1.30766E+11,13076122
1.30766E+11,13076136
1.30766E+11,13076138
130765654,
1.30766E+11,13076034
1.30766E+11,13076053
1.30766E+11,13076067
1.30766E+11,13076093
1.30766E+11,13076094
1.30766E+11,13076103
1.30766E+11,13076143
130765655,
1.30766E+11,13076040
1.30766E+11,13076051
1.30766E+11,13076075
1.30766E+11,13076077
1.30766E+11,13076089
1.30766E+11,13076109
1.30766E+11,13076125
1.30766E+11,13076151
1.30766E+11,13076165
1.30766E+11,13076168
130765656,
1.30766E+11,13076032
1.30766E+11,13076048
1.30766E+11,13076096
1.30766E+11,13076104
1.30766E+11,13076135
130765657,
1.30766E+11,13076003
1.30766E+11,13076021
1.30766E+11,13076027
1.30766E+11,13076037
1.30766E+11,13076049
1.30766E+11,13076050
1.30766E+11,13076069
1.30766E+11,13076076
1.30766E+11,13076097
1.30766E+11,13076098
1.30766E+11,13076100
1.30766E+11,13076115
1.30766E+11,13076161
130765658,
1.30766E+11,13076002
1.30766E+11,13076004
1.30766E+11,13076008
1.30766E+11,13076013
1.30766E+11,13076019
1.30766E+11,13076041
1.30766E+11,13076057
1.30766E+11,13076064
1.30766E+11,13076065
1.30766E+11,13076070
1.30766E+11,13076079
1.30766E+11,13076099
1.30766E+11,13076110
1.30766E+11,13076111
1.30766E+11,13076116
1.30766E+11,13076119
1.30766E+11,13076131
1.30766E+11,13076145
1.30766E+11,13076169
130765659,
1.30766E+11,13076001
1.30766E+11,13076018
1.30766E+11,13076046
1.30766E+11,13076058
1.30766E+11,13076086
1.30766E+11,13076087
1.30766E+11,13076118
1.30766E+11,13076134
1.30766E+11,13076141
1.30766E+11,13076146
1.30766E+11,13076156
130765660,
1.30766E+11,13076012
1.30766E+11,13076017
1.30766E+11,13076105
130765662,
1.30766E+11,13076035
1.30766E+11,13076056
1.30766E+11,13076068
1.30766E+11,13076085
1.30766E+11,13076120
1.30766E+11,13076126
1.30766E+11,13076129
1.30766E+11,13076160
1.30766E+11,13076162
1.30766E+11,13076164
130765663,
1.30766E+11,13076006
1.30766E+11,13076114
1.30766E+11,13076166
130765664,
1.30766E+11,13076011
1.30766E+11,13076015
1.30766E+11,13076020
1.30766E+11,13076026
1.30766E+11,13076062
1.30766E+11,13076072
1.30766E+11,13076078
1.30766E+11,13076101
1.30766E+11,13076128
1.30766E+11,13076148
1.30766E+11,13076155
1.30766E+11,13076167
130765665,
1.30766E+11,13076036
1.30766E+11,13076063
1.30766E+11,13076071
1.30766E+11,13076107
1.30766E+11,13076121
1.30766E+11,13076130
1.30766E+11,13076147
1.30766E+11,13076154
1.30766E+11,13076163
130765666,
1.30766E+11,13076152
1.30766E+11,13076153
130765667,
1.30766E+11,13076039
1.30766E+11,13076073
1.30766E+11,13076092
1.30766E+11,13076142
1.30766E+11,13076159
130765668,
1.30766E+11,13076005
1.30766E+11,13076007
1.30766E+11,13076023
1.30766E+11,13076024
1.30766E+11,13076025
1.30766E+11,13076029
1.30766E+11,13076033
1.30766E+11,13076038
1.30766E+11,13076044
1.30766E+11,13076080
1.30766E+11,13076082
1.30766E+11,13076112
1.30766E+11,13076113
1.30766E+11,13076117
1.30766E+11,13076133
1.30766E+11,13076140
1.30766E+11,13076158
14,
14511,
1.4511E+11,14511000
14521,
1.4521E+11,14521010
1.4521E+11,14521020
1.4521E+11,14521035
1.4521E+11,14521110
1.4521E+11,14521130
1.4521E+11,14521150
1.4521E+11,14521160
1.4521E+11,14521170
1.4521E+11,14521200
1.4521E+11,14521240
1.4521E+11,14521250
1.4521E+11,14521260
1.4521E+11,14521290
1.4521E+11,14521310
1.4521E+11,14521320
1.4521E+11,14521330
1.4521E+11,14521355
1.4521E+11,14521370
1.4521E+11,14521390
1.4521E+11,14521400
1.4521E+11,14521410
1.4521E+11,14521440
1.4521E+11,14521450
1.4521E+11,14521460
1.4521E+11,14521495
1.45211E+11,14521500
1.45211E+11,14521530
1.45211E+11,14521540
1.45211E+11,14521550
1.45211E+11,14521560
1.45211E+11,14521600
1.45211E+11,14521620
1.45211E+11,14521630
1.45211E+11,14521640
1.45211E+11,14521670
145215101,
1.45215E+11,14521060
1.45215E+11,14521340
1.45215E+11,14521340
145215103,
1.45215E+11,14521040
1.45215E+11,14521040
1.45215E+11,14521120
1.45215E+11,14521230
1.45215E+11,14521230
145215110,
1.45215E+11,14521210
1.45215E+11,14521610
1.45215E+11,14521610
145215115,
1.45215E+11,14521380
1.45215E+11,14521430
1.45215E+11,14521430
145215130,
1.45215E+11,14521510
1.45215E+11,14521520
1.45215E+11,14521520
145215132,
1.45215E+11,14521140
1.45215E+11,14521280
1.45215E+11,14521570
145215133,
1.45215E+11,14521420
1.45215E+11,14521420
1.45215E+11,14521590
145215138,
1.45215E+11,14521220
1.45215E+11,14521220
1.45215E+11,14521690
145215139,
1.45215E+11,14521080
1.45215E+11,14521080
1.45215E+11,14521700
145215140,
1.45215E+11,14521180
1.45215E+11,14521180
1.45215E+11,14521710
145215405,
1.45215E+11,14521090
1.45215E+11,14521090
1.45215E+11,14521270
14522,
1.4522E+11,14522020
1.4522E+11,14522035
1.4522E+11,14522050
1.4522E+11,14522070
1.4522E+11,14522080
1.4522E+11,14522110
1.4522E+11,14522120
1.4522E+11,14522140
1.4522E+11,14522150
1.4522E+11,14522170
1.4522E+11,14522180
1.4522E+11,14522190
1.4522E+11,14522200
1.4522E+11,14522210
1.4522E+11,14522220
1.4522E+11,14522230
1.4522E+11,14522240
1.4522E+11,14522250
1.4522E+11,14522260
1.4522E+11,14522275
1.4522E+11,14522290
1.4522E+11,14522300
1.4522E+11,14522310
1.4522E+11,14522320
1.4522E+11,14522330
1.4522E+11,14522350
1.4522E+11,14522390
1.4522E+11,14522400
1.4522E+11,14522420
1.4522E+11,14522430
1.4522E+11,14522440
1.4522E+11,14522460
1.4522E+11,14522470
1.4522E+11,14522480
1.45221E+11,14522500
1.45221E+11,14522510
1.45221E+11,14522540
1.45221E+11,14522570
1.45221E+11,14522580
145225102,
1.45225E+11,14522060
1.45225E+11,14522380
1.45225E+11,14522380
1.45225E+11,14522550
1.45225E+11,14522550
145225113,
1.45225E+11,14522340
1.45225E+11,14522590
1.45225E+11,14522590
145225119,
1.45225E+11,14522010
1.45225E+11,14522010
1.45225E+11,14522360
145225126,
1.45225E+11,14522280
1.45225E+11,14522280
1.45225E+11,14522490
1.45225E+11,14522530
1.45225E+11,14522530
1.45225E+11,14522600
1.45225E+11,14522600
145225129,
1.45225E+11,14522090
1.45225E+11,14522090
1.45225E+11,14522520
14523,
1.4523E+11,14523010
1.4523E+11,14523020
1.4523E+11,14523030
1.4523E+11,14523040
1.4523E+11,14523090
1.4523E+11,14523100
1.4523E+11,14523160
1.4523E+11,14523170
1.4523E+11,14523200
1.4523E+11,14523245
1.4523E+11,14523280
1.4523E+11,14523310
1.4523E+11,14523320
1.4523E+11,14523330
1.4523E+11,14523360
1.4523E+11,14523365
1.4523E+11,14523380
1.4523E+11,14523450
145235107,
1.45235E+11,14523120
1.45235E+11,14523130
1.45235E+11,14523130
1.45235E+11,14523290
1.45235E+11,14523290
145235120,
1.45235E+11,14523190
1.45235E+11,14523190
1.45235E+11,14523260
145235122,
1.45235E+11,14523060
1.45235E+11,14523060
1.45235E+11,14523080
1.45235E+11,14523080
1.45235E+11,14523300
1.45235E+11,14523440
1.45235E+11,14523440
145235125,
1.45235E+11,14523150
1.45235E+11,14523150
1.45235E+11,14523340
145235131,
1.45235E+11,14523230
1.45235E+11,14523370
145235134,
1.45235E+11,14523270
1.45235E+11,14523270
1.45235E+11,14523430
145235402,
1.45235E+11,14523050
1.45235E+11,14523050
1.45235E+11,14523410
1.45235E+11,14523410
1.45235E+11,14523420
1.45235E+11,14523420
1.45235E+11,14523460
1.45235E+11,14523460
14524,
1.4524E+11,14524020
1.4524E+11,14524060
1.4524E+11,14524070
1.4524E+11,14524080
1.4524E+11,14524090
1.4524E+11,14524120
1.4524E+11,14524140
1.4524E+11,14524150
1.4524E+11,14524170
1.4524E+11,14524200
1.4524E+11,14524210
1.4524E+11,14524230
1.4524E+11,14524250
1.4524E+11,14524300
1.4524E+11,14524310
1.4524E+11,14524320
1.4524E+11,14524330
145245104,
1.45245E+11,14524030
1.45245E+11,14524050
1.45245E+11,14524050
145245111,
1.45245E+11,14524040
1.45245E+11,14524040
1.45245E+11,14524100
1.45245E+11,14524100
1.45245E+11,14524110
1.45245E+11,14524110
1.45245E+11,14524130
145245114,
1.45245E+11,14524180
1.45245E+11,14524220
1.45245E+11,14524220
145245118,
1.45245E+11,14524190
1.45245E+11,14524270
1.45245E+11,14524270
145245128,
1.45245E+11,14524010
1.45245E+11,14524010
1.45245E+11,14524160
1.45245E+11,14524280
1.45245E+11,14524280
145245135,
1.45245E+11,14524240
1.45245E+11,14524240
1.45245E+11,14524260
1.45245E+11,14524260
1.45245E+11,14524290
14612,
1.4612E+11,14612000
14625,
1.4625E+11,14625010
1.4625E+11,14625020
1.4625E+11,14625030
1.4625E+11,14625060
1.4625E+11,14625090
1.4625E+11,14625100
1.4625E+11,14625110
1.4625E+11,14625120
1.4625E+11,14625130
1.4625E+11,14625150
1.4625E+11,14625160
1.4625E+11,14625200
1.4625E+11,14625220
1.4625E+11,14625230
1.4625E+11,14625240
1.4625E+11,14625250
1.4625E+11,14625280
1.4625E+11,14625290
1.4625E+11,14625310
1.4625E+11,14625330
1.4625E+11,14625340
1.4625E+11,14625380
1.4625E+11,14625420
1.4625E+11,14625430
1.4625E+11,14625480
1.4625E+11,14625490
1.46251E+11,14625525
1.46251E+11,14625530
1.46251E+11,14625550
1.46251E+11,14625560
1.46251E+11,14625570
1.46251E+11,14625590
1.46251E+11,14625600
1.46251E+11,14625610
1.46251E+11,14625630
1.46251E+11,14625640
146255207,
1.46255E+11,14625040
1.46255E+11,14625510
1.46255E+11,14625510
146255211,
1.46255E+11,14625140
1.46255E+11,14625140
1.46255E+11,14625170
146255212,
1.46255E+11,14625190
1.46255E+11,14625390
1.46255E+11,14625390
146255218,
1.46255E+11,14625270
1.46255E+11,14625300
1.46255E+11,14625300
1.46255E+11,14625370
1.46255E+11,14625370
146255223,
1.46255E+11,14625360
1.46255E+11,14625460
146255231,
1.46255E+11,14625180
1.46255E+11,14625180
1.46255E+11,14625320
1.46255E+11,14625320
1.46255E+11,14625410
1.46255E+11,14625410
1.46255E+11,14625450
1.46255E+11,14625580
1.46255E+11,14625580
146255501,
1.46256E+11,14625080
1.46256E+11,14625080
1.46256E+11,14625350
1.46256E+11,14625350
1.46256E+11,14625440
1.46256E+11,14625470
1.46256E+11,14625470
1.46256E+11,14625500
1.46256E+11,14625500
14626,
1.4626E+11,14626060
1.4626E+11,14626085
1.4626E+11,14626110
1.4626E+11,14626180
1.4626E+11,14626245
1.4626E+11,14626250
1.4626E+11,14626280
1.4626E+11,14626300
1.4626E+11,14626310
1.4626E+11,14626370
1.4626E+11,14626390
1.4626E+11,14626420
1.46261E+11,14626530
1.46261E+11,14626610
146265203,
1.46265E+11,14626010
1.46265E+11,14626100
1.46265E+11,14626100
146265206,
1.46265E+11,14626030
1.46265E+11,14626500
1.46265E+11,14626500
146265214,
1.46265E+11,14626140
1.46265E+11,14626170
1.46265E+11,14626170
146265220,
1.46265E+11,14626150
1.46265E+11,14626150
1.46265E+11,14626270
1.46265E+11,14626270
1.46265E+11,14626290
1.46265E+11,14626470
1.46265E+11,14626470
146265224,
1.46265E+11,14626070
1.46265E+11,14626070
1.46265E+11,14626350
1.46265E+11,14626510
1.46265E+11,14626510
146265227,
1.46265E+11,14626050
1.46265E+11,14626050
1.46265E+11,14626210
1.46265E+11,14626210
1.46265E+11,14626400
1.46265E+11,14626430
1.46265E+11,14626430
146265228,
1.46265E+11,14626020
1.46265E+11,14626410
146265232,
1.46265E+11,14626240
1.46265E+11,14626240
1.46265E+11,14626450
1.46265E+11,14626570
1.46265E+11,14626570
146265233,
1.46265E+11,14626260
1.46265E+11,14626260
1.46265E+11,14626460
146265235,
1.46265E+11,14626160
1.46265E+11,14626160
1.46265E+11,14626480
146265237,
1.46265E+11,14626120
1.46265E+11,14626490
1.46265E+11,14626560
146265242,
1.46265E+11,14626590
1.46265E+11,14626600
146265502,
1.46266E+11,14626190
1.46266E+11,14626190
1.46266E+11,14626320
1.46266E+11,14626320
1.46266E+11,14626440
1.46266E+11,14626440
1.46266E+11,14626580
1.46266E+11,14626580
146265503,
1.46266E+11,14626200
1.46266E+11,14626200
1.46266E+11,14626230
1.46266E+11,14626330
1.46266E+11,14626330
1.46266E+11,14626520
1.46266E+11,14626520
14627,
1.4627E+11,14627010
1.4627E+11,14627020
1.4627E+11,14627030
1.4627E+11,14627050
1.4627E+11,14627060
1.4627E+11,14627070
1.4627E+11,14627080
1.4627E+11,14627100
1.4627E+11,14627130
1.4627E+11,14627140
1.4627E+11,14627150
1.4627E+11,14627170
1.4627E+11,14627180
1.4627E+11,14627200
1.4627E+11,14627210
1.4627E+11,14627220
1.4627E+11,14627230
1.4627E+11,14627260
1.4627E+11,14627270
1.4627E+11,14627290
1.4627E+11,14627310
1.4627E+11,14627360
146275225,
1.46275E+11,14627040
1.46275E+11,14627040
1.46275E+11,14627190
146275234,
1.46275E+11,14627240
1.46275E+11,14627340
1.46275E+11,14627340
146275238,
1.46275E+11,14627110
1.46275E+11,14627110
1.46275E+11,14627250
14628,
1.4628E+11,14628050
1.4628E+11,14628060
1.4628E+11,14628100
1.4628E+11,14628110
1.4628E+11,14628130
1.4628E+11,14628160
1.4628E+11,14628190
1.4628E+11,14628220
1.4628E+11,14628260
1.4628E+11,14628300
1.4628E+11,14628360
1.4628E+11,14628380
1.4628E+11,14628410
146285201,
1.46285E+11,14628010
1.46285E+11,14628170
1.46285E+11,14628170
146285202,
1.46285E+11,14628020
1.46285E+11,14628040
1.46285E+11,14628040
1.46285E+11,14628230
1.46285E+11,14628230
146285204,
1.46285E+11,14628030
1.46285E+11,14628320
1.46285E+11,14628320
1.46285E+11,14628330
1.46285E+11,14628330
146285209,
1.46285E+11,14628080
1.46285E+11,14628250
1.46285E+11,14628250
146285219,
1.46285E+11,14628140
1.46285E+11,14628140
1.46285E+11,14628210
1.46285E+11,14628310
1.46285E+11,14628310
1.46285E+11,14628340
1.46285E+11,14628340
1.46285E+11,14628390
1.46285E+11,14628390
146285221,
1.46285E+11,14628240
1.46285E+11,14628370
1.46285E+11,14628370
146285229,
1.46285E+11,14628070
1.46285E+11,14628070
1.46285E+11,14628270
146285230,
1.46285E+11,14628150
1.46285E+11,14628205
146285240,
1.46285E+11,14628090
1.46285E+11,14628090
1.46285E+11,14628400
14713,
1.4713E+11,14713000
14729,
1.4729E+11,14729030
1.4729E+11,14729040
1.4729E+11,14729050
1.4729E+11,14729060
1.4729E+11,14729070
1.4729E+11,14729080
1.4729E+11,14729140
1.4729E+11,14729150
1.4729E+11,14729160
1.4729E+11,14729170
1.4729E+11,14729190
1.4729E+11,14729220
1.4729E+11,14729245
1.4729E+11,14729250
1.4729E+11,14729260
1.4729E+11,14729270
1.4729E+11,14729320
1.4729E+11,14729360
1.4729E+11,14729370
1.4729E+11,14729380
1.4729E+11,14729400
1.4729E+11,14729410
1.4729E+11,14729430
147295301,
1.47295E+11,14729010
1.47295E+11,14729330
1.47295E+11,14729330
147295307,
1.47295E+11,14729020
1.47295E+11,14729020
1.47295E+11,14729300
1.47295E+11,14729340
1.47295E+11,14729340
147295308,
1.47295E+11,14729100
1.47295E+11,14729100
1.47295E+11,14729350
14730,
1.473E+11,14730020
1.473E+11,14730045
1.473E+11,14730050
1.473E+11,14730060
1.473E+11,14730070
1.473E+11,14730080
1.473E+11,14730110
1.473E+11,14730160
1.473E+11,14730170
1.473E+11,14730180
1.473E+11,14730190
1.473E+11,14730200
1.473E+11,14730210
1.473E+11,14730230
1.473E+11,14730250
1.473E+11,14730270
1.473E+11,14730300
1.473E+11,14730330
1.473E+11,14730340
147305302,
1.47305E+11,14730010
1.47305E+11,14730010
1.47305E+11,14730030
147305303,
1.47305E+11,14730090
1.47305E+11,14730120
1.47305E+11,14730120
1.47305E+11,14730320
1.47305E+11,14730320
147305306,
1.47305E+11,14730150
1.47305E+11,14730280
1.47305E+11,14730280
147305311,
1.47305E+11,14730100
1.47305E+11,14730100
1.47305E+11,14730310
147305601,
1.47306E+11,14730140
1.47306E+11,14730140
1.47306E+11,14730360
1.47306E+11,14730360
15,
15001,
1.5001E+11,15001000
15002,
1.5002E+11,15002000
15003,
1.5003E+11,15003000
15081,
1.5081E+11,15081030
1.5081E+11,15081135
1.5081E+11,15081240
1.5081E+11,15081280
1.5081E+11,15081455
150815051,
1.50815E+11,15081026
1.50815E+11,15081045
1.50815E+11,15081095
1.50815E+11,15081105
1.50815E+11,15081225
1.50815E+11,15081290
1.50815E+11,15081440
1.50815E+11,15081545
15082,
1.5082E+11,15082005
1.5082E+11,15082015
1.5082E+11,15082180
1.5082E+11,15082241
1.5082E+11,15082256
1.5082E+11,15082301
1.5082E+11,15082340
1.5082E+11,15082377
1.5082E+11,15082430
1.5082E+11,15082440
15083,
1.5083E+11,15083040
1.5083E+11,15083270
1.5083E+11,15083298
1.5083E+11,15083390
1.5083E+11,15083411
1.5083E+11,15083415
1.5083E+11,15083490
1.50831E+11,15083531
1.50831E+11,15083565
150835051,
1.50835E+11,15083030
1.50835E+11,15083120
1.50835E+11,15083130
1.50835E+11,15083361
